00001,1
00002,1
00003,1
00004,1
00005,1
00006,1
00008,1
00010,1
00011,1
00012,1
00023,1
00388,1
00700,1
02388,1
10000,2,00003,00008,00700
20000,2,00001,00005,00011,00023,02388
